大数据应用,三等奖,2023008559,基于深度学习的恶意流量检测平台,广东外语外贸大学,"黄钲翔,覃采玲,谢彩云","宋鹏飞,李宇耀"
大数据应用,三等奖,2023009037,"聚团圆—基于聚合搜索引擎技术的走失儿童即时信息捕捉
和预警系统",河北农业大学,"尚小唐,朱子佳,李亚鹏","王克俭,高媛"
大数据应用,三等奖,2023009131,"在铜死亡的机制下通过使用机器学习的方法构建乳腺癌的
ceRNA网络和风险模型",桂林理工大学,"聊雅欣,文鹏程,王肇栋","邓健志,朱鹏飞"
大数据应用,三等奖,2023009800,极端天气与物种多样性的直接、间接和双向影响,河南大学,"孟天宇,毛中宽,郜玉欣",周黎鸣
大数据应用,三等奖,2023009907,基于Bert的软件成本度量与审查系统,金陵科技学院,"苏宁,王畅,夏金伟","沈维燕,胡勇"
大数据应用,三等奖,2023010159,基于ERNIE_CNN模型的中文烟草品鉴领域情感分析,山东科技大学,"张立慧,张昭瑞,李莹",刁秀丽
大类名称,奖项,作品编号,作品名称,参赛学校,参赛作者,指导教师
大数据应用,三等奖,2023011453,面向新能源汽车的车-电-路网时空分布负荷预测系统,南京师范大学,"张天泽,范鹏宇","谢非,王琦"
大数据应用,三等奖,2023012312,时倾-基于Spark的实时电影推荐系统,广州工商学院,林汝少,胡必波
大数据应用,三等奖,2023012993,"猎职图鉴——基于个性化服务的大数据岗位画像与推荐服
务",南京财经大学,"朱仪桉,牛赵蕊,张淑婷",李树青
大数据应用,三等奖,2023013017,基于深度学习和知识图谱的常见疾病辅助诊断系统,长沙理工大学,"彭文佳,周纯,全超",刘文正
大数据应用,三等奖,2023013325,多尺度融合的学生画像系统,浙江农林大学,"梁轩诚,陈恩待,葛雯瑛","陈芳,莫路锋"
大数据应用,三等奖,2023013832,沪上怡刻-旅游数据可视化,岭南师范学院,"陆湘,林格安,徐昕圣","张东淼,陈永恒"
大数据应用,三等奖,2023014011,识“凌”卫士——基于拼音向量的情感分值系统,河北农业大学,"代龙禹,郭佳,王春雨","张文静,董素芬"
大数据应用,三等奖,2023014249,基于深度学习的电子制造芯片封装识别系统,郑州轻工业大学,"石永胜,王彦凯,王欢","李一浩,孙琳"
大数据应用,三等奖,2023014614,基于关键词提取进行视频质量甄别与内容标注,合肥工业大学,"李鸾芸,舒劲帆,李政勋","吴共庆,谢文军"
大数据应用,三等奖,2023014863,"“追捕留言大数据”—基于混合神经网络和依存解析方法
的居民留言可视化分析模型",辽宁师范大学,"刘思妤,刘思琪",何馨宇
大数据应用,三等奖,2023014929,基于LSTM神经网络的旅游评论情感分析系统,池州学院,"聂家乐,王传龙,马文豪","李宏志,章哲庆"
大数据应用,三等奖,2023015397,基于深度学习的多模态网络舆情分析系统,东北林业大学,"申笑晗,张智映,王康",李洋
大数据应用,三等奖,2023015831,苹果质量分析师,新疆理工学院,"陈喆毅,王誉智,王妍","吕念祖,徐黎"
大数据应用,三等奖,2023015950,基于自监督学习的Web数据智能管理系统,华中师范大学,"吴宇贤,钟宇,刘恺卿",罗昌银
大数据应用,三等奖,2023016056,基于Web的糖尿病检测分析平台,广州理工学院,"陈志豪,张皓然,曾一锋","钟桂凤,李树一"
大数据应用,三等奖,2023016228,TrafficGo——基于舆情数据挖掘的智慧交通系统,中国石油大学（华东）,"肖杭,范新泽,刘俊德",刘秀文
大数据应用,三等奖,2023016683,基于GAT-GRU混合模型的船舶轨迹预测模型,大连海洋大学,"李洋,熊雪松,赵文彬",刘明剑
大数据应用,三等奖,2023017339,"基于森林覆盖率分析我国实现双碳目标下制造业的发展趋
势",岭南师范学院,"谢菁,叶锦玉,李昕炽","陈永恒,蔡介原"
大数据应用,三等奖,2023017406,基于昇腾AI的智慧咖啡厅方案,广东工业大学,"吴泽楷,胡佳彤,冯炽文",胡静
大数据应用,三等奖,2023017558,森林覆盖率对地表温度及地球灾害的影响,浙江农林大学,"朱晨阳,葛万钊,叶伟豪","尹建新,胡彦蓉"
大数据应用,三等奖,2023018015,基于大数据的多姿态识别检测保卫系统,长春师范大学,"郑博太,周奥乐,姚俊翔",田宜国
大数据应用,三等奖,2023018039,全球气候变化对濒危物种的影响分析,石河子大学,"赖宁宾,施昕,李灵杰",陈敏
大数据应用,三等奖,2023018094,基于DAGNet的视神经炎分类系统,辽宁师范大学,"樊雨函,杨连旭","方玲玲,刘丹"
大数据应用,三等奖,2023018245,基于XGBoost模型的二手房房价预测大数据可视化平台,萍乡学院,"陈晶豪,钟冬梅,陈思均","罗雪兵,罗晓娟"
大数据应用,三等奖,2023018295,"基于遥感大数据全球土地覆盖、火灾和地表水分布分析系
统",淮阴师范学院,"曲任腾,倪子媛,史婉琴",严耀西
大数据应用,三等奖,2023018565,"油航星驿--基于Spark的加油站综合信息智能分析预测系
统",长沙理工大学,"谢剑昆,吕新宇,李伟龙","唐小勇,汤强"
大类名称,奖项,作品编号,作品名称,参赛学校,参赛作者,指导教师
大数据应用,三等奖,2023019037,实现双碳，中国在行动,郑州经贸学院,"陈伟,吴慧丽","高丽,吴颖"
大数据应用,三等奖,2023019109,“双碳”目标下我国气候治理机制与绿色经济转型,南京财经大学,"王静,杨静怡",蒋伟伟
大数据应用,三等奖,2023019247,基于重大能源政策探讨能源转型对应对气候变化的影响,南昌大学,"胡宇枫,谢雨晨,亓灵杰",于海雯
大数据应用,三等奖,2023020117,基于爬虫的网易云音乐歌单数据分析及可视化程序开发,华北水利水电大学,"李东阳,王毓锋,刘伟豪",张速
大数据应用,三等奖,2023020777,基于CEEMDAN-SE-LSTM集成模型的湘赣鄂三市PM2.5预测,南昌工程学院,"邹诚,张大伟,吴宇斐","张毓华,车金星"
大数据应用,三等奖,2023020958,"耦合遥感时空大数据与GIS技术的河南省PM2.5时空特征
分析及驱动因素建模研究",郑州轻工业大学,"张洺诚,韩蒙,宛乔楠",王华
大数据应用,三等奖,2023021134,基于突发事件的次生衍生事件识别和演化模式研究,华中科技大学,"杨明欣,陈凌威,马世拓",王然
大数据应用,三等奖,2023021480,"“探”为病止——大规模疾病风险评估及病患轨迹分析系
统",扬州大学,"朱梓灵,沙志清,毕易","朱毅,孙小兵"
大数据应用,三等奖,2023021957,面向深度学习的对抗攻防验证平台,扬州大学,"饶博森,田晨斌,王桑平","张佳乐,陈玮彤"
大数据应用,三等奖,2023022059,基于知识图谱的智慧农业知识服务平台,怀化学院,"吴家栋,吕越,蒋顺俊","高艳霞,米春桥"
大数据应用,三等奖,2023022377,“实时控制，监管无忧”----ECSDC云服务集群监控系统,重庆移通学院,"陈阳,宋成瀚,陈代军","王尉,徐琴"
大数据应用,三等奖,2023022429,"基于lightGBM、catboost神经网络的航班预测大数据技术
平台",大连交通大学,"李瑾睿,张靖萱,张靖蓉","刘昀,王姣"
大数据应用,三等奖,2023022935,气候变化与全球应对,沈阳理工大学,"段滨阳,龙俊羊,张思源","刘猛,邓昕旸"
大数据应用,三等奖,2023022983,"基于MobileNet和CNN的智能垃圾分类大数据训练模型及
检测系统",大连海洋大学,"刘精月,杨依杭,刘治江",张思佳
大数据应用,三等奖,2023023693,基于大数据的全球自然灾害与经济发展研究,山东工商学院,"郭晓源,赵修贤",张梅
大数据应用,三等奖,2023023701,"基于大数据与动力系统的全球气候变化分析与地区应对方
法",五邑大学,"邓佩华,张羽,刘镇嘉","谭家驹,李继容"
大数据应用,三等奖,2023023776,ICG几何图形生成器,广州大学,"许中兰,徐瑞禧,丁千惠","饶永生,管皓"
大数据应用,三等奖,2023023779,基于Transformer的新闻标题生成系统,辽宁科技大学,"夏瑜徽,于家怡,李昕洋",吴建胜
大数据应用,三等奖,2023023869,面向智慧政务的留言分类及热点问题发现方法,山东科技大学,"杨太君,罗庆春,郭书含",赵华
大数据应用,三等奖,2023025229,964场全球气候灾害：不欲顽愚而灭，但欲求变而存,江苏警官学院,"李爽,杨玉仪,杜洪天",夏玲玲
大数据应用,三等奖,2023025257,GeneMaster,内蒙古大学,"杨泽,范正萌,张豪江",贾冰
大数据应用,三等奖,2023026239,上海市入境旅游大屏信息可视化平台,海南大学,"宫畅,时召鑫",王隆娟
大数据应用,三等奖,2023026497,"分词查重系统：基于Elasticsearch技术的智能文本处理
与高效并行化查重",河南大学,"吴朋飞,郑奥迎,王偲霖",王冬
大数据应用,三等奖,2023026506,逆境中求生存：气候变化加剧全球不平等,东北林业大学,"张新培,李冠奕,牛靖茗",孙海龙
大数据应用,三等奖,2023026959,聊天防诈骗安全助手,中国石油大学（华东）,"王晨宁,赵海天,刘聪",张红霞
大类名称,奖项,作品编号,作品名称,参赛学校,参赛作者,指导教师
大数据应用,三等奖,2023027056,"“能源转型+森林覆盖”解码绿色低碳发展之路——国际视
角下分析中国碳达峰进程",大连外国语大学,"文怡,王英鑫,庞惠心",李绍华
大数据应用,三等奖,2023028418,基于大数据的投资者情绪分析研究,山东女子学院,"刁飞越,张洁",郭延辉
大数据应用,三等奖,2023028436,聊解,重庆大学,"楚瑞凯,袁旺,汤思敏","刘慧君,冯永"
大数据应用,三等奖,2023029004,基于大数据分析的大豆花荚识别平台,黑龙江科技大学,"高佳,冯彬彬,崔一军","王建才,都业涛"
大数据应用,三等奖,2023029497,"数字孪生智慧物流系统 -基于大数据技术的物流数据监控
与分析",安徽信息工程学院,"方强龙,郭碧峰,周竹阳","孔凡豹,高旭"
大数据应用,三等奖,2023030009,"文心雕龙--基于LDA和Transformer的抽取式新闻文摘生
成系统",石家庄学院,"浩书梦,李慧,高晓阳","何东彬,康家慧"
大数据应用,三等奖,2023030138,京西大电商数据分析平台,安徽信息工程学院,"林诗航,薛正好,王润泽","孔凡豹,蔡兵"
大数据应用,三等奖,2023030443,"基于知识图谱嵌入和BiLSTM网络的药物-靶点相互作用预
测",武汉科技大学,"张艺汶,卫锐,程梦琪","林晓丽,庞俊"
大数据应用,三等奖,2023030540,基于数据分析的能源转型期经济阵痛分析报告,辽宁科技学院,"万文凯,冯智达,何泳欣",王海波
大数据应用,三等奖,2023031033,"面向气候变化与能源转型的生物多样性变化成因与趋势研
究",电子科技大学中山学院,"强睿哲,张昕卓,李帅兵",梁瑞仕
大数据应用,三等奖,2023031117,从数据到治理：大数据驱动下的气候变化及协同治理研究,东北大学,"秦光宇,王启月,王佳驰",姜琳颖
大数据应用,三等奖,2023031187,职路伴侣,贵州师范大学,刘云,杨阿祧
大数据应用,三等奖,2023031312,明镜——面向欺诈交易账户的实时大数据风控检测平台,吉林大学,"张祉祺,王北鸽,汤崇","车浩源,朱晓旭"
大数据应用,三等奖,2023031362,面向医疗机构的数据分类分级辅助平台,哈尔滨理工大学,"唐心茹,郭艳明,钟锐",叶子
大数据应用,三等奖,2023032045,"基于改进yolov5s的目标检测系统-在无人驾驶领域的应
用",长春理工大学,"李旭洋,陈祎航,李子昂",武岩
大数据应用,三等奖,2023032428,农业面源污染大数据平台,中国农业大学,"李静怡,石绍欣,王银琪",张杰
大数据应用,三等奖,2023032453,焊缝检测技术可视化软件——Weldinspectionlaboratory,南昌大学,"赖艺中,杜天乐,袁彬",李渭
大数据应用,三等奖,2023033358,基于支持向量机的心脏病风险预测模型构建与应用,厦门大学,"吴佳熙,林铭烽",黄晨曦
大数据应用,三等奖,2023034315,气候变化对生态及人类生产生活的影响及应对方案,南京工业大学,"何家杰,黄文婧,管新宇",管昕洁
大数据应用,三等奖,2023034457,基于共享单车流量预测的单车存留预测及调度算法,北京邮电大学,"王鹤,周浩洋,邱祥凯",林尚静
大数据应用,三等奖,2023034594,正好充电——充电桩部署分析系统,安徽工程大学,"韦棋涵,井鑫欢,吴筱","陶皖,王海燕"
大数据应用,三等奖,2023035037,恶循环下的有效突破手段,安庆师范大学,"刘世萍,吕琳琳,夏磊","孙宜南,张步忠"
大数据应用,三等奖,2023035318,"假新闻终结者--基于标题正文差异性与主题词加权损失的
虚假新闻检测系统",东北大学,"王雯婧,孙起,周彦辰",王爽
大数据应用,三等奖,2023035460,中国大学MOOC课程分析推荐系统,黄河交通学院,"王豪琪,朱建民,巩立博","高继梅,庞康韶"
大类名称,奖项,作品编号,作品名称,参赛学校,参赛作者,指导教师
大数据应用,三等奖,2023036065,数据解读气候变化下人类活动与地球生态的影响,萍乡学院,"魏诗琳,刘鑫,徐礼晖","罗雪兵,罗晓娟"
大数据应用,三等奖,2023036163,"气候变化下解读森林、生物多样性、环保、经济的现状以
及措施",大连大学,"李仁昌,刘蕊俏,方江鸿","唐琳,牛玉军"
大数据应用,三等奖,2023036894,智能视频推荐系统,重庆科技学院,"智旭东,陶家政,李家乐","雷亮,游明英"
大数据应用,三等奖,2023036900,基于 WOA-VMD-SSA-LSTM 模型的交通流量研究,沈阳建筑大学,"毛福友,蒋宇昂,宁英松","许景科,门蕊"
大数据应用,三等奖,2023038126,研知——基于大数据的个性化考研院校推荐系统,河南工程学院,"刘超超,徐梓艺,翟萧寒",张耀武
大数据应用,三等奖,2023038966,智慧天网识别平台,曲阜师范大学,"盛亚堃,毕志远,王子宁",刘智斌
大数据应用,三等奖,2023039124,全球温室气体数据分析研究,沈阳建筑大学,"邢德晨,陈怡宁,程成楠","于智清,许可"
大数据应用,三等奖,2023039365,"MobileNetV2轻量级神经网络在白血病肿瘤细胞检测上的
应用",武汉学院,"李邓辅澜,阚思瑜,夏怡凡","朱福喜,郑克松"
大数据应用,三等奖,2023039600,全球地表温度分析及中国地表温度变化的预测,沈阳建筑大学,"许广立,徐崇尧,卢玉菲","孙焕良,刘俊岭"
大数据应用,三等奖,2023040985,基于微博数据的游客特征与情感分析系统,安徽师范大学,"张皓,韩硕",左开中
大数据应用,三等奖,2023041054,基于Bert+Bilstm的电商化妆品评论主题和情感分析模型,北京工商大学,"马振人,李佳霖,张若楠","张青川,董微"
大数据应用,三等奖,2023041499,"基于大数据网络的蜈蚣-水蛭药对治疗糖尿病心肌病的 作
用机制预测",河北医科大学临床学院,"张宝康,文清轩,刘崎君","王哲,赵静"
大数据应用,三等奖,2023041657,"“余音绕梁”——基于多维大数据的京剧信息集成与分析
平台",中央民族大学,"赵国琦,万云枫,杨茗涵","张廷,胥桂仙"
